"Bet","hora","dia_semana","perdio","Profit"
9.8569312132895,0,6,0,6.87321960844314
28.0385161300586,14,5,1,-25.6321569098436
29.578695865348,21,6,0,11.0929575762168
97.2429648931039,18,7,0,43.6487043876846
92.4027224029315,1,4,1,-71.7533496843489
164.240452672212,22,2,0,200.729341176142
161.991276769879,18,7,0,179.271599514084
253.614553982828,4,3,0,199.239265971982
152.154962337556,16,6,0,122.939553200826
38.0014203023165,19,1,1,-31.4535482251816
23.8512966781855,9,5,1,-19.5176224492591
46.6487423562406,8,6,0,30.4634244557577
4.22714515589178,17,3,1,-3.89103089457121
31.967689935118,0,7,1,-16.4750044897557
64.3610920291394,2,7,1,-42.5410546272666
57.2563103400171,10,3,1,-49.4995564679542
21.6055502542079,10,6,0,26.5798979844105
449.867339779563,16,7,1,-294.363528779743
185.709055318477,4,2,1,-181.014340571636
68.5458637773991,7,3,1,-48.641370285014
143.945262614474,14,5,1,-84.7720510146055
173.115398355182,20,4,0,101.895198340717
124.478329993309,14,1,0,51.3161169890876
146.330056004262,17,5,1,-98.9265844930057
153.739397853386,17,2,0,57.8942349532949
0.459912652149796,21,4,0,0.585743698510206
110.876546795936,1,2,0,174.696735918115
29.997031763196,6,2,1,-16.4280863525041
119.200300700487,6,6,1,-96.6341095485227
111.492870371313,22,3,0,200.862287768816
6.73758909106255,20,6,0,8.06410171938988
48.0668720789254,8,6,1,-30.0794787735436
157.045433902174,15,3,1,-95.8143368115377
25.9946106933057,21,5,1,-20.3515592250215
185.692228740993,2,7,1,-182.097853075284
46.3219620770361,11,5,0,57.2548333718285
23.6035746522248,18,7,1,-22.1741202351589
118.20994214666,18,3,0,105.785755578223
5.96713717095554,4,1,0,8.24590123845932
40.3238441453,23,3,1,-26.960193343827
94.2939840215159,22,3,0,40.7011396201317
41.6580644436181,3,1,1,-37.7260498380143
75.3218404906702,8,1,0,44.7649917170773
18.8686388079077,20,7,1,-10.6127453478872
87.6853871129119,4,6,0,93.1827671754666
19.0037820696805,3,3,1,-15.2432549187783
97.9078206191671,16,6,1,-49.2375165478947
32.3375827255525,5,3,1,-21.7363026416477
132.047755360128,6,1,0,140.715678963511
31.8460648413748,18,6,1,-26.0810039631327
160.506729586961,3,5,0,83.9622515765851
14.5734116435051,16,2,0,21.941287447211
180.312931856518,0,4,0,170.695779652501
3.00594544969499,21,4,1,-1.57408159061861
130.344054936887,16,3,1,-65.4620260948766
19.9792244739141,22,6,1,-18.2578472171968
175.145624197068,5,3,0,220.232305129078
176.366833216491,1,1,0,289.915544745252
84.3043578264201,7,5,1,-68.976610480665
34.8752776160836,0,5,0,59.480385149639
329.782479984646,9,7,1,-195.769656724131
40.1706174947321,3,6,0,42.918197613387
110.070173438163,6,5,1,-87.3526057259174
132.892317227544,23,7,0,261.817752382576
64.1902647912502,0,5,1,-36.3422013052336
19.5833715441483,23,3,1,-18.2621831337691
45.678885653615,21,7,1,-43.3526135925081
37.2750164009631,10,5,0,74.1321553417757
346.359489096289,12,4,1,-191.371844972141
127.40277191204,8,1,0,85.5335875453242
108.148515068201,23,2,0,154.85554483285
29.6959160883846,4,4,0,10.5085861978929
8.41607344336808,5,2,0,9.78090437960741
295.340091723903,6,5,1,-186.991631602274
196.825225456598,23,7,1,-107.949083336859
66.3855125661939,12,3,1,-64.3475371471848
160.939214370194,2,4,1,-136.065486152209
60.6837084051222,12,2,1,-51.9025043764966
9.36523131094873,8,7,0,8.47508044438949
32.4635284021497,18,4,0,13.5669153557597
175.9882312184,2,6,0,287.887371284156
26.6110719647259,12,5,0,19.4651741590781
94.0626167650235,21,2,1,-80.7968594800783
44.910869281739,10,6,1,-37.6569777980989
128.890647921236,19,6,1,-96.6564925287898
17.8289062596835,0,4,0,11.5527979942939
157.17260875438,20,4,1,-124.870096810489
6.21407977305353,14,3,0,2.71853318735307
57.0583342574537,7,6,1,-39.4353816646207
173.078084542396,23,2,1,-112.277860380523
131.074390463055,6,4,0,107.849948863346
129.48729661762,16,6,1,-65.2656012101488
46.7310709060622,10,3,0,81.2856267160114
3.28897885046899,20,7,1,-1.9560030496228
15.3038042597473,14,6,0,16.4316586467963
103.847200419278,15,1,0,72.2642878967093
108.244570619882,1,5,1,-63.8765725342668
374.729113818562,17,1,1,-350.674192085197
0.562609126791358,6,4,0,1.01779286075801
0.436737062954787,3,7,0,0.642089459742472
169.998416109922,13,7,0,214.452556776584
54.0668148547411,13,7,1,-39.5924990552546
47.0368611626327,10,3,1,-23.8664097340787
5.15594156789044,19,4,1,-3.26051959255145
51.7186339013278,11,4,1,-25.8949131284149
148.314300916138,15,2,1,-81.1359390790705
127.948555904896,15,6,0,193.330602090198
142.646817394064,17,4,1,-121.17437590506
211.829434136365,1,3,1,-117.81736550823
142.416037407001,3,3,0,182.811400134129
88.4114311034692,19,5,1,-56.9400121338688
269.098685855482,14,3,0,514.429510574795
222.99070971689,21,1,1,-183.747680170667
52.2804460192129,8,7,1,-42.7092068481971
6.86505647723776,0,1,1,-3.76899302548439
56.9150533061475,16,4,1,-49.7707358460895
436.591093589492,7,6,0,588.902794555381
55.8131765574217,10,5,1,-53.2108436953994
45.8781303837895,23,2,1,-37.113268074963
26.026370562613,9,5,0,26.7372528331588
69.884174496864,21,7,1,-55.0640628688864
96.3188388505194,17,1,0,33.4291904537542
73.1479554876224,4,6,1,-44.6385316718916
111.227957061948,16,1,0,100.036349245682
60.5624545831233,2,5,1,-48.1519958300962
67.1417674049735,23,1,1,-39.4382148045652
163.165883010973,0,5,1,-111.286199197394
10.1926131588256,11,4,1,-5.54216719011723
40.7984122633934,15,2,1,-39.7230402702796
274.034855315898,23,4,1,-202.370500664707
285.187745822554,19,6,1,-203.347391640035
2.41733721241818,3,7,0,3.17299094196471
47.5594806019217,20,1,0,65.5090668274174
66.8108618352562,1,7,1,-51.7988087152869
95.0230302247119,17,2,1,-85.5852018280452
113.77750026631,15,3,1,-109.866390013591
8.27650865884893,11,7,1,-7.49103492109376
164.290770489322,6,5,1,-163.083201142035
15.8900414733608,14,2,1,-14.3861363219567
147.861593767049,16,6,1,-114.130103862055
11.3031738940241,10,5,0,10.9633659846352
22.4125670365495,2,3,1,-21.3853370911738
67.0510639902204,23,2,1,-36.3199862097193
153.683071016314,17,6,1,-150.282887098372
192.882193616571,10,1,1,-158.076738730945
21.3572200342209,18,1,1,-12.9816540401601
56.7892957478762,4,1,1,-31.6237929165663
193.332380047979,16,6,0,332.943278901042
360.274786294854,3,7,0,652.05128643559
131.957864570887,9,3,1,-79.1518960305508
93.0764134916128,21,1,1,-70.1252741482571
31.5456862369909,13,4,1,-25.9701073219115
14.4782052094362,3,1,1,-10.8294771029604
92.8294511469913,20,4,1,-81.3061635234295
25.8342465919164,11,4,1,-15.8589099386382
53.8387822452933,14,1,1,-34.1165826153656
7.53543660975993,17,3,0,14.816350466115
12.8437706266633,4,2,0,8.05257995978343
259.884015271876,20,3,0,295.246764488249
207.019099398496,0,4,1,-187.805244416537
20.5381017459917,10,1,1,-19.3585191703218
276.612547958705,22,2,1,-171.935766419493
145.634277135394,15,2,0,118.557763586661
276.292229773497,21,1,1,-162.151045553602
148.283413230422,6,7,1,-77.3002451170397
27.4104261728706,19,1,1,-26.9553506003256
75.033372619302,3,1,0,108.90110839904
105.039750128509,22,2,0,89.8921710215941
36.1575102433562,20,6,1,-24.1044846779288
96.0944172884238,15,2,0,163.16771613162
66.3137196097523,9,6,1,-45.4601507248381
157.763741339507,5,2,0,202.993681135049
192.248091093245,22,5,0,177.946732887175
22.3003149417768,1,3,1,-12.3431056690464
384.520588952356,17,7,0,680.291956180052
19.2527089267969,8,7,0,23.8774084452748
98.0896683367801,14,2,1,-57.5284188276743
20.9957688016145,12,1,0,36.8552715269455
124.596583559634,3,6,1,-92.1650359172961
167.009510091486,9,3,1,-128.165107658292
39.0688723173872,16,7,0,23.7390371593351
101.133683412792,1,1,1,-78.7104254705506
7.49836426664865,13,5,1,-6.92958937856603
267.057471523497,8,5,0,293.470831309538
167.562046266141,10,5,1,-160.55441804237
82.5118663678777,18,7,1,-57.167022839124
16.7744671925902,10,1,1,-13.4205228180817
46.3415317703038,14,3,0,20.2083254028549
171.046164995971,13,5,0,222.545325504961
49.1146165407318,0,6,1,-37.9253783567477
156.296722955051,21,2,1,-134.018859559149
112.537503424556,1,4,0,193.770539196584
34.6664962824434,6,5,1,-32.9376592019105
4.76452033035457,10,6,0,5.37260736201364
109.235435161264,0,3,0,208.441896122573
142.662984065631,8,7,0,240.419156504767
51.8138831143334,0,3,0,16.2423294057841
162.558816737475,0,4,0,229.799898619653
219.401744064051,12,1,0,275.973417859954
16.9873114675283,8,6,1,-11.4423588010939
77.6259258347464,7,2,0,74.7922773551042
158.235270443708,5,6,0,283.298605801653
62.0796132367104,16,2,1,-57.0417606380819
258.210725510929,4,1,0,306.144115990072
64.4060142338276,19,7,0,77.6998950590812
115.227782687262,21,1,0,115.25040797552
69.3469735949841,10,7,1,-44.3991594244896
153.543640576442,5,3,0,284.708473811434
62.7867442555726,19,2,1,-35.7687490329956
92.4202677751792,17,5,1,-58.9182307053361
37.5485371332616,14,3,0,35.7692429252917
8.02523482452378,12,7,0,12.0737186096502
35.6447714846581,18,7,1,-20.1474649132023
127.150986587508,1,1,0,67.4099697682834
220.72651850662,19,7,0,96.4186531617079
75.3409512843182,17,5,0,30.0324841297967
3.43374269982514,22,6,1,-1.89436765604888
57.3854705318809,14,6,1,-38.350820614165
110.757148447902,11,6,1,-55.4934739328546
115.891296039791,18,7,1,-79.0326077673138
84.1547703328443,11,5,1,-82.0454506528219
235.900813887332,15,6,1,-188.673688458588
115.496425885232,19,1,0,146.548419239562
181.040487802568,3,1,1,-141.384244629224
7.21074412576854,10,7,1,-5.41849003871169
0.789742404595017,15,1,0,0.422467357237971
23.6585885636015,18,2,1,-19.2537027557956
239.994044775579,10,3,1,-215.417840007712
27.4251057056076,5,4,1,-21.0169616771845
176.024160898271,0,4,0,61.1183099496365
73.657285027709,6,3,0,25.5194079048822
63.0162990186363,10,5,0,53.9862945405866
89.7717278408718,12,3,0,88.6685187152809
115.183129250528,16,7,0,120.245769791522
94.1598348277521,9,1,1,-82.793337757666
296.842759830837,7,6,1,-234.142751154656
3.76098467968404,17,2,0,3.92636736908407
35.8026831410825,19,3,1,-35.5258585300217
1.76937590567804,0,3,1,-1.75006635423107
90.4697678941202,15,4,0,71.0382301457339
30.9862432589033,11,2,1,-27.41205206477
63.2956277579069,21,4,1,-47.4711191222216
303.656305355911,18,5,1,-302.219449691586
47.8063371032476,23,3,1,-37.3934015299417
108.802515543522,4,7,0,136.870706570638
65.8501646947116,18,4,1,-41.4105877293796
7.10827833972871,2,1,1,-6.95571725611954
79.1328635024739,9,5,1,-50.6796486239456
60.1896423846483,4,1,1,-50.5923241996886
254.575665841315,14,6,0,83.5261815514321
66.4215548429638,8,4,1,-51.1973665650012
80.0567470448923,6,4,0,83.1759233488544
50.6220199167728,20,7,1,-41.9341123692965
5.64683163872123,5,7,0,3.2304968576779
60.447643417865,0,5,0,106.26940338148
123.384159892322,13,2,1,-81.6032907089773
100.353677659751,18,7,0,150.087771580994
202.580398499014,9,4,1,-173.548140424466
13.8765325304121,14,1,0,7.75146813343446
36.7169828990133,10,2,0,71.8840503119855
33.1470285076648,13,4,1,-16.8900696326921
5.97849171608686,14,4,1,-4.45223568464754
1.96857987903059,18,4,0,2.94786502978936
350.00066810981,12,4,1,-272.985339099113
329.930824024563,10,3,0,388.57109141144
13.9378462113514,19,1,0,6.70521888673959
30.0523000769317,6,7,0,48.7188055684247
30.7533364742994,8,7,0,22.3109048655913
127.416222631456,21,3,0,252.828269920613
62.4609657097608,14,2,0,109.267269271974
9.4046835321933,2,1,1,-8.70087049370228
38.3528030443281,21,4,0,73.2500506060294
17.4922734033316,3,1,1,-15.5614788293996
118.461480425578,13,6,1,-70.8740927896785
134.636881291391,11,1,1,-102.184013037006
364.103726090348,19,3,0,259.820377820028
13.3468165528029,17,6,1,-11.9101023665459
125.657372938902,20,3,1,-105.721470526285
116.473097163708,12,1,1,-88.8847640427918
10.4899626849375,10,2,0,3.78898925056362
33.3410315681249,11,4,0,21.6322557953733
4.21310277976455,9,4,1,-2.57210078348384
6.12487729593163,11,6,1,-3.47012296204926
1.67412594892085,11,7,1,-1.14218475210664
104.312716979058,19,6,0,108.185974871643
2.21610438610023,12,2,0,4.20866767526941
37.2980702202767,7,5,1,-19.7825556421006
150.689075316733,20,7,1,-126.79512002471
60.2859167382121,14,5,0,58.5417078933298
155.655082493069,3,1,1,-143.971046410328
64.5434783305973,5,4,1,-54.1279954430999
101.713849506797,15,1,1,-58.4066436154242
118.982473197849,21,2,1,-117.708676339664
25.9490847587585,18,5,0,9.67698330882554
262.558143014524,15,2,0,403.778374176892
387.333368302739,12,5,0,435.269785278931
40.4755564492904,2,5,0,23.0871835079497
50.9730907157063,16,7,1,-42.5925405001826
3.06004156699219,0,7,0,1.88560681864387
55.0815182738006,14,2,0,52.3283707761095
120.0412847991,6,7,0,57.786980910551
312.004628015642,7,2,1,-187.251660018169
115.07915071723,16,4,1,-62.0978097950383
78.8152259732497,20,3,0,40.0533683435597
21.1047922099878,5,5,0,34.7970471567703
51.8270678818226,16,4,1,-38.4215782340691
68.9669248647988,18,5,1,-66.3481901861298
76.5288993686936,10,1,1,-70.7491778052281
190.756706250724,16,4,1,-176.06724667789
63.7910766527057,13,5,1,-52.8259696784695
136.425558752836,17,7,0,147.858136210021
18.7676986213773,21,6,1,-11.3333463105579
59.7647115588188,20,7,0,95.1435595330095
6.26064980465913,17,1,0,12.3376696559749
25.1487274188548,4,5,0,19.9541080204698
49.1272434592247,5,5,1,-34.4258367674865
244.549685890291,18,6,1,-234.13728933705
89.5217625382257,10,6,0,97.4716232981199
22.9124314617366,11,7,0,34.1592755771446
50.5864115897566,10,5,1,-38.7786148291479
32.9765121669958,9,7,1,-29.8030525049204
47.3240692168474,18,2,1,-45.9387986075415
3.90811805424795,18,5,0,5.50524284652267
0.581660820171237,13,5,1,-0.377581595845823
109.532627272875,2,6,0,83.6508289556434
69.1112245898694,16,3,0,75.9680961009191
61.2870327662677,4,2,1,-38.1854109714558
224.25174872959,22,3,0,195.535273087245
227.874956081126,10,5,0,369.48419450199
10.8940434877026,14,1,1,-6.25808216118567
177.443633033874,16,1,0,261.919601210789
375.047249139702,23,1,1,-207.786149170313
4.26276926882565,0,3,0,7.62036608856478
245.98878341398,11,6,1,-208.669936220547
82.5156564782274,13,6,1,-68.5544854294812
137.488678466053,14,1,1,-87.3970491898799
17.4556248355657,16,7,1,-14.2832709612282
61.3388859201223,6,1,1,-54.4197880803401
200.225603199544,7,1,0,107.017120919681
100.377631642641,9,7,1,-95.0533501065647
42.9509621113539,10,3,0,68.23225521055
66.2443957757205,17,5,1,-45.0722461652132
38.1658428323283,3,4,1,-23.1499065555599
4.46715322323143,1,3,1,-2.66570201710722
175.188040352407,7,2,1,-165.452867998884
72.0721016948825,23,6,1,-43.1561891148746
26.9601019565016,6,3,0,29.4043172866409
7.91218280792236,0,6,0,6.06611544913121
150.712276055458,2,4,1,-138.51074701359
82.7994287903321,7,5,0,43.7475755021599
16.6061190422624,2,4,1,-8.76376712910958
170.650149873438,21,6,0,94.0450465876068
262.025931278679,22,5,1,-194.244084667912
93.9742306799852,13,1,1,-91.479085089242
73.3677075202477,13,7,0,80.9276162737957
394.698340238488,6,7,1,-279.326852568199
23.1918701956804,19,5,0,9.35883856123367
9.28525174967945,19,1,1,-8.95099824507784
119.892515331031,3,2,1,-75.430285276172
187.327848180177,0,4,1,-178.595346777024
105.416758784663,4,5,1,-85.9617384510844
31.9242674391717,13,1,0,43.650100169194
45.8721862640232,23,3,1,-34.1912535218237
69.570089252487,0,2,1,-56.0591066031402
7.47814868096281,2,1,1,-5.59704958672305
42.1341963355183,20,6,0,25.3856699835539
42.4746485991214,17,6,1,-33.7694723732814
392.843564392483,20,6,0,573.98651506323
136.080537918479,23,5,0,73.1902373217738
44.8706758680374,17,1,1,-39.6345541234294
176.409512936118,4,7,0,346.543610540491
95.6398337106121,7,7,1,-82.9733258252357
60.8512558508664,6,7,1,-39.6940727845359
0.0825973864607909,10,2,0,0.103122957730634
157.311349539998,1,3,0,177.57413152383
335.224623216276,4,3,1,-191.044168646765
19.4706965237856,13,2,1,-18.4030715638327
97.8460954460216,13,7,0,37.7614170725487
5.58580006472766,11,6,0,5.78744395563881
59.0844040736556,3,7,1,-31.4395563073136
218.236309091065,7,7,1,-126.838655987307
39.0041394624859,15,3,1,-30.0367594303862
17.2875471370118,6,3,0,10.7690394159568
166.177820219638,18,3,0,190.21187701256
222.552243793819,11,4,1,-168.54448203078
11.4875166211277,15,6,1,-11.0609527636316
71.8588704075768,5,6,1,-60.6873441475935
201.624486959519,20,1,1,-143.360171832981
2.75622783228755,0,1,0,1.96338053630811
172.05700727579,4,3,0,69.8091322744234
13.8705377466977,23,7,1,-7.64966264901835
153.951288192513,9,6,1,-96.8851404092538
155.196446171942,23,7,1,-151.258346382564
134.22796325338,2,3,1,-117.697899102778
36.60205649212,18,5,0,55.8175238858797
30.6855640839785,4,3,1,-19.3249602053636
46.8491248725065,12,7,1,-27.4653949740372
61.4998218603432,6,5,0,95.0101306646424
141.08097179884,6,3,0,117.083619459776
69.6261316495848,9,4,1,-64.5933867960205
101.933514695139,13,6,1,-54.7572384093993
132.222434035958,20,1,1,-111.347456591341
27.0735153928399,19,4,0,26.1425069908642
61.7224089801311,16,1,1,-32.8910328598991
72.8351985993695,17,6,1,-52.6404678496738
63.8934279792011,14,7,0,65.5613919418454
447.867965416961,22,3,1,-431.556730168897
201.363117425683,0,6,1,-107.552737980281
366.690180243409,18,5,0,350.949053704675
82.5677969450963,19,5,1,-72.5369956307481
37.6054258418931,0,6,1,-30.6394635466072
172.553986356093,4,6,1,-113.558311956405
132.366981166871,7,7,0,260.676769018841
273.882661188457,15,2,1,-196.111131567682
81.5407879608584,18,2,0,45.0175091570243
113.901206288011,4,5,0,160.059239037326
73.0126544791174,19,6,1,-56.9766877294565
77.7206563056555,18,3,1,-42.1771673935267
327.638649923687,17,7,0,533.672391939765
74.433239731462,1,3,1,-65.3129663525601
33.1200992716991,1,5,1,-25.7814306721913
33.5280462633818,23,1,1,-24.7559488025991
335.388781858568,17,2,1,-193.24673750869
39.0210488811135,14,5,0,39.3856276163419
114.619344748081,10,5,1,-88.5467087685171
9.6488611512138,4,2,0,11.9245556768528
87.3184265526843,11,6,0,77.0299678764942
139.495664454045,2,5,1,-108.200136349429
17.9803247563541,20,2,1,-17.1933102221392
12.3351217713207,6,2,0,20.8201835332852
37.7442240249366,21,4,0,36.2118590317472
93.8230416695488,18,2,1,-47.0155729312585
21.1173682939261,7,1,1,-16.2819310708869
5.25801560239753,18,3,1,-4.73766007493912
300.79506694437,16,4,1,-263.825462723262
490.340702392557,18,7,1,-259.928987487128
54.3818964622915,6,7,1,-44.205903126121
115.513373926889,23,3,0,70.6383326567607
14.4147441256791,14,1,1,-9.36412202310288
40.7625900115818,14,5,0,22.924431049288
31.444212095812,18,3,1,-21.2669257734566
85.0555760743928,13,1,0,170.02432450592
263.527283246133,12,4,1,-247.460072555495
42.4707544702233,3,2,1,-27.9381249101548
226.157031481622,17,5,1,-149.195284130848
0.636305355056849,0,5,0,0.349654839580389
142.665112382712,5,7,1,-119.744932643066
99.8079767408681,9,5,1,-98.7354051111154
45.279777655378,19,2,1,-41.6000792702111
30.2245214317597,1,5,1,-27.5251048050961
5.20866673011765,8,5,0,2.58222225495613
2.93621850635336,6,6,0,3.47638061780268
29.488428728655,5,7,1,-15.5105667556337
88.086213407533,16,4,0,108.130833284233
164.46566543633,8,4,1,-147.54977994842
243.134048689588,17,5,0,181.544704920109
151.146387672963,20,3,1,-147.199450760048
174.444676182213,20,5,0,112.867574693573
52.3970646318048,4,6,1,-43.0698673394783
5.47898812219501,14,7,0,6.71244233109001
0.903935295723338,20,7,0,1.31167695416881
38.639780273661,7,5,1,-26.8776201259957
7.43709875603444,22,6,0,11.7985771616974
10.2997312936298,20,2,0,19.845527307111
49.0683684591204,12,3,0,44.1693713735442
20.6365912220421,14,3,0,8.33762162180292
73.085386115582,3,2,0,107.545647044363
177.837607446051,0,6,0,213.812655582028
33.9207091834396,4,1,1,-22.3208134959089
9.30455885827541,7,1,0,12.028836295645
62.2927315533161,19,6,0,19.2554766543941
51.8333604093641,5,1,0,63.3539069489243
375.011773945248,18,7,1,-360.055662663794
121.676198109509,17,4,1,-92.9170352941555
340.075235797052,14,4,1,-306.623249900082
59.5805874560028,6,4,0,50.7419127086326
37.6100530662611,19,3,0,41.0880121011499
16.7125726584345,14,5,1,-15.3622592900831
33.6647287011147,0,5,1,-28.7544694707898
2.26291930302978,5,3,1,-1.4429439119383
52.5501178577542,21,6,0,28.8177892384106
4.95127851645598,19,3,0,6.33629271098314
558.135876788961,9,6,0,323.689183099031
36.8344882824921,18,6,0,63.3282552725291
122.889386672051,13,5,0,186.414262524235
97.1360098528576,11,4,0,167.048654844652
61.6772510576993,16,6,1,-52.1381716941396
311.401267332916,22,7,1,-197.564577714409
114.811795945735,21,1,0,76.8782635813263
47.4449868876945,19,5,0,55.1432967785084
108.520739148827,19,3,0,135.785525015017
10.9363658819348,20,3,1,-7.26916927800068
148.424330159071,18,4,1,-144.953449633767
56.9863112643361,14,1,1,-31.5660982517943
14.1468486069779,18,4,1,-7.42141476338924
19.2725921515375,23,6,1,-13.1757993800894
10.9994415392626,3,6,1,-8.80926643636252
1.64197162727072,15,6,0,1.61587815211414
26.9752312167848,12,4,0,35.5279365301098
256.625466967437,16,3,0,236.104335506487
168.076804271879,11,4,1,-95.5194229257932
131.481316122682,15,6,1,-66.6452124441759
106.04049572301,19,1,1,-97.6687586109971
135.417699343981,9,4,0,142.801262177352
90.9357056911004,17,2,1,-88.4628067301013
12.0561074931175,18,4,0,5.35350095586281
163.328756569865,9,1,1,-157.851017458448
3.04753424010991,21,6,1,-2.19703981216535
4.24640083941805,15,2,0,2.71986100092753
133.293089452655,6,4,1,-118.31684841365
100.478609108345,19,4,1,-98.3161429231988
24.6522767003626,10,7,1,-20.0141990642072
150.611780947986,22,2,0,226.982367544453
38.0039133965449,18,1,1,-30.4187587373687
241.102197492885,14,7,1,-168.347757757929
56.3937829341739,15,5,0,108.784091873926
324.543827755337,6,5,0,553.812460466754
63.9689335599542,9,3,1,-59.2680140254538
77.0780970300448,1,2,1,-68.2808055610177
82.4548838618112,13,1,0,45.8380248940857
28.6443118937314,0,1,0,10.3029859345467
0.485095897266777,12,1,1,-0.436295808513174
136.933008018405,2,1,1,-78.4747930539456
118.645488534341,15,1,1,-98.12827951968
25.4221401177347,8,2,0,14.1542198970729
9.55561374754917,18,5,0,15.4866753703991
161.23333851898,18,2,0,187.032208240983
191.679185620489,19,2,0,209.698794435329
75.3602993723532,7,4,0,61.2626801670942
14.4297359045595,3,1,0,12.0488406087252
129.382389407129,16,4,1,-76.1997224996099
13.0930761341006,18,7,0,13.7937726389873
65.9247757401317,22,6,0,126.253583408036
28.4227638971061,6,1,1,-15.0080483106822
125.9142187382,21,7,1,-95.6924474067817
41.9159709475935,0,2,1,-27.7067366726873
226.910236845493,11,4,1,-121.414058435824
166.777286856415,22,4,0,116.99113798564
33.1245896730975,15,5,0,14.8927815586121
54.7384244855493,18,7,0,24.1296182335811
87.4747502575529,15,4,1,-43.7631038177846
212.949133092973,7,2,0,300.715578976703
92.9464878005312,11,5,1,-67.8784914195059
186.741691074314,21,5,1,-157.253833852769
1.39954537153244,1,6,1,-1.3772903499213
369.396186412728,10,7,0,344.295567998235
54.7372078988701,8,2,1,-31.5856808379694
11.933015845716,0,1,1,-8.75338178392768
28.2925278414041,4,6,1,-21.994902022883
88.6690377656189,4,1,0,125.511492209163
58.5476683452725,14,5,0,89.2748289815535
17.1131152659655,9,1,1,-16.7900441244683
127.218312393398,20,4,1,-107.056228353369
62.2474699281156,1,6,1,-40.2890767533634
96.7399556147766,5,7,1,-80.776423018792
16.2894676439464,21,1,1,-14.4285703763987
87.9467533922805,11,4,0,56.4894754243203
169.65263425761,9,4,1,-109.558129198648
142.859945624116,3,5,1,-113.198541921608
24.345196550712,12,6,1,-24.3236502273487
9.59885665215552,23,5,0,13.9959520462002
158.024807079675,18,1,1,-81.9722724555311
11.9091738481075,13,1,0,4.13696214954149
100.349003590759,19,5,1,-51.5516071013805
43.917456548661,13,7,1,-30.6989917605177
86.1205620309105,0,4,0,49.4894333744782
229.32148965678,22,4,1,-167.712891680529
125.832754555614,4,6,1,-74.699359663587
483.673473049827,20,1,0,600.241055574433
49.1341113769695,5,4,0,16.4894077376411
65.3430980630219,22,6,0,78.8211280256956
37.3891028525435,10,2,1,-28.5636811590437
79.8906715544772,23,6,1,-67.1217054146827
31.8395851645619,17,6,1,-26.5542379692827
158.610526820222,14,5,0,209.563886737266
