"Id","GameID","Username","Bet","CashedOut","Bonus","Profit","BustedAt","PlayDate","hora","perdio"
24605519,3422662,"blacksilver2",10,1.1,2.8,1.28,1.2,2016-12-06 21:57:30,21,0
5071163,3318775,"bonprix",6,1.04,3.33,0.44,1.06,2016-11-07 10:54:43,10,0
12955641,3357920,"Shadowshot",89,1.1,0,8.9,2.96,2016-11-18 13:17:24,13,0
1277390,3301498,"meanmachine1",250,1.1,0,25,11.93,2016-11-02 12:48:07,12,0
24346494,3421269,"sanya1206",160,1.37,0,59.2,11.35,2016-12-06 12:37:43,12,0
14705859,3369422,"olgazed",5,1.1,0,0.5,1.96,2016-11-21 18:48:41,18,0
11940086,3351452,"BitWizards134x",100,1.34,2.5,36.5,5.3,2016-11-16 17:15:00,17,0
23329490,3416189,"koc79",5,1.07,0,0.35,1.51,2016-12-05 01:53:58,1,0
12087029,3352310,"TheSemenator",300,6.47,3.44,1651.31,6.69,2016-11-16 23:04:00,23,0
8350683,3332499,"Radeon",1,1.1,3,0.13,1.12,2016-11-11 08:40:50,8,0
10400776,3342323,"alexsoft76",100,1.33,1.39,34.39,4.18,2016-11-14 03:55:08,3,0
20949580,3404261,"slavitew",17,1.01,0,0.17,1.9,2016-12-01 16:11:17,16,0
22725830,3413089,"swagdudeyolo123",10,5.01,1.3,40.23,8.05,2016-12-04 04:50:00,4,0
10010306,3340403,"speculyant777",49,1.25,0,12.25,3.95,2016-11-13 14:59:28,14,0
7450652,3328587,"stringesco",3,1.04,0,0.12,4.59,2016-11-10 06:22:44,6,0
6595384,3324988,"Creck80",160,1.33,0,52.8,1.78,2016-11-09 05:31:08,5,0
9245229,3336363,"setco",1,1.43,7,0.5,3.92,2016-11-12 11:05:20,11,0
19356298,3396788,"TheSwan",7,1.6,2,4.34,1.9,2016-11-29 12:16:02,12,0
868976,3299219,"serg611",100,2.1,3.2,113.2,4.13,2016-11-01 21:24:31,21,0
21262056,3405695,"Annakent",7,10,3.43,63.24,11.26,2016-12-02 01:49:02,1,0
18205421,3390432,"hkabay",1000,1.2,0,200,5.08,2016-11-27 16:41:42,16,0
4025769,3314284,"ShadowshotBank",2,2.16,3,2.38,173.86,2016-11-06 04:19:04,4,0
6157032,3323157,"sizeopt",11,1.04,0,0.44,1.84,2016-11-08 16:59:14,16,0
11361056,3347955,"gskmr1",10,1.02,0,0.2,1.3,2016-11-15 17:41:16,17,0
1559056,3302915,"Dalles",1,1.13,0,0.13,4.81,2016-11-02 22:29:20,22,0
26919660,3436273,"Supergeil",6,1.22,1.33,1.4,1.68,2016-12-10 18:07:12,18,0
7278389,3327781,"bobo12",3,1.45,0,1.35,5.98,2016-11-10 00:48:54,0,0
10156394,3341107,"boyka2",70,1.25,0,17.5,7.62,2016-11-13 19:51:31,19,0
6602398,3325016,"luponero",21,1.33,3,7.56,2.03,2016-11-09 05:44:06,5,0
8911953,3334750,"josephwrangler",30,1.21,0,6.3,3.62,2016-11-12 00:20:29,0,0
25841834,3429874,"Dreamsinreality",622,1.46,1.92,298.04,6.61,2016-12-08 22:39:23,22,0
8123053,3331484,"smvm",1,1.04,0,0.04,2.73,2016-11-11 01:42:31,1,0
18872892,3394237,"meanmachine1",500,1.19,0,95,25.39,2016-11-28 18:33:01,18,0
24523925,3422204,"HD2020",10,1.22,0,2.2,1.88,2016-12-06 18:53:14,18,0
24597702,3422620,"zontamp",200,1.11,2.08,26.15,7.46,2016-12-06 21:40:04,21,0
4715207,3317117,"artyom18844",82,1.49,0,40.18,9.53,2016-11-06 23:47:17,23,0
21033330,3404573,"hkabay",1500,1.05,0,75,1.88,2016-12-01 18:20:40,18,0
10748565,3344275,"mrschook",1144,1.36,4.01,457.76,2.71,2016-11-14 16:58:22,16,0
20288936,3401219,"contrav",24,1.18,0,4.32,2.86,2016-11-30 19:05:17,19,0
19924625,3399561,"fluffydog",32,2,3.94,33.26,6.25,2016-11-30 07:33:48,7,0
13355341,3360672,"Taupe",97,1.13,0,12.61,1.97,2016-11-19 07:40:08,7,0
21722819,3407920,"krwok",8001,1.01,1.53,202.18,1.73,2016-12-02 17:07:49,17,0
18215953,3390491,"tonna1945",2,1.93,4.5,1.95,4.55,2016-11-27 17:08:13,17,0
21561086,3407178,"RIPFrenna",6,10,4.33,54.26,26.84,2016-12-02 12:00:04,12,0
25727754,3429218,"manahmanah",4,1.25,0,1,2.82,2016-12-08 18:03:13,18,0
16362161,3379255,"vsvlv",31,1.15,0.29,4.74,1.56,2016-11-24 14:02:41,14,0
20125657,3400511,"DUMbl4",1,1.5,3,0.53,1.87,2016-11-30 14:09:29,14,0
9387941,3337014,"RoberBaron",175,1.12,1.37,23.39,1.77,2016-11-12 15:33:13,15,0
11869244,3351071,"Radeon",1,1.1,2,0.12,1.81,2016-11-16 14:39:00,14,0
15686595,3375203,"Shadowshot",130,1.11,0,14.3,18.17,2016-11-23 10:27:08,10,0
14177440,3365893,"Angel777fire",4,1.98,1.75,3.99,2.79,2016-11-20 18:59:58,18,0
14747181,3369677,"Cpete1210",100,1.3,0,30,2.36,2016-11-21 20:39:24,20,0
23118261,3415036,"Malfoy",9,1.19,0,1.71,1.8,2016-12-04 18:06:14,18,0
17641725,3386917,"TInuMN",10,1.05,0,0.5,1.8,2016-11-26 17:02:50,17,0
5142143,3319063,"dsliesrn",58,1.13,0,7.54,1.46,2016-11-07 13:02:12,13,0
23527871,3417320,"netkrool",64,2,5.56,67.56,3.29,2016-12-05 09:41:36,9,0
8554488,3333299,"speculyant777",8,5,2.13,32.17,10.08,2016-11-11 14:29:55,14,0
21035426,3404581,"grodno1128",1,2,4,1.04,2,2016-12-01 18:23:47,18,0
25540651,3428113,"john421",400,1.05,0,20,1.44,2016-12-08 10:34:42,10,0
22573405,3412285,"crackerjacker",10000,1.9,1.45,9144.52,6.37,2016-12-03 23:03:36,23,0
26404930,3433367,"Mattman",6,1.41,2.5,2.61,12.9,2016-12-09 22:15:18,22,0
16619221,3380655,"Adaptation",147,1.05,0,7.35,1.22,2016-11-24 23:26:41,23,0
22790444,3413418,"MARLBOROLIGHTS",500,1.23,0,115,2.14,2016-12-04 07:09:33,7,0
22055175,3409800,"luckyfive",20,1.5,1.2,10.24,2.44,2016-12-03 06:01:52,6,0
5807407,3321815,"alex91",50,1.22,0,11,1.88,2016-11-08 07:52:49,7,0
20716311,3403250,"ZakiYasfin",1000,1.2,1.28,212.8,13.3,2016-12-01 09:09:32,9,0
264987,3296143,"lptp",1,1.2,3,0.23,5.57,2016-11-01 00:33:19,0,0
14766687,3369793,"stevemoley",79000,1.01,2.28,2590.6,1.09,2016-11-21 21:31:29,21,0
21329338,3406083,"BitcoinWizards",500,1.23,3.19,130.93,4.11,2016-12-02 04:28:50,4,0
25902652,3430314,"vovaldo5566",1,1.35,0,0.35,5.04,2016-12-09 01:38:54,1,0
12874097,3357364,"x9229k",7,1.2,3.86,1.67,1.44,2016-11-18 09:34:55,9,0
12712654,3356233,"srp1710",33,1.13,2.33,5.06,2.27,2016-11-18 01:55:52,1,0
4041177,3314353,"railsgers",28,1.04,0,1.12,3.72,2016-11-06 04:47:11,4,0
3214704,3310932,"dakadea",18,1.04,0,0.72,1.5,2016-11-05 05:38:19,5,0
16263782,3378699,"karp",1,1.1,0,0.1,1.74,2016-11-24 10:11:32,10,0
12607257,3355489,"krwok",5000,1.21,2.13,1156.73,2.55,2016-11-17 20:46:52,20,0
3999014,3314162,"thegamebeoi",24,1.04,0,0.96,1.35,2016-11-06 03:28:35,3,0
8079839,3331290,"benjovis",1,1.04,0,0.04,4.63,2016-11-11 00:21:00,0,0
14809520,3370086,"drsv",57,1.04,4.68,4.95,1.09,2016-11-21 23:31:32,23,0
12959531,3357947,"TheRealNyanCat",33,1.34,2.55,12.06,6.61,2016-11-18 13:30:20,13,0
24828123,3423949,"VAYozh",1,2,1,1.01,4.41,2016-12-07 06:43:47,6,0
21195560,3405307,"Mattman",31,2,3.06,31.95,18.87,2016-12-01 23:22:15,23,0
2801392,3309037,"thomashook",7700,2.03,1.19,8022.58,5.54,2016-11-04 16:23:11,16,0
18576049,3392725,"maxad",1,5,2,4.02,5.06,2016-11-28 08:05:35,8,0
1451035,3302362,"drmaxik",250,2,4.8,262,2.89,2016-11-02 18:42:30,18,0
26571504,3434454,"metis777",1500,1.03,4.11,106.64,1.2,2016-12-10 05:35:27,5,0
4683989,3316975,"dagentlemang",726,1.17,0,123.42,10.87,2016-11-06 22:47:29,22,0
2313761,3306737,"sergunguz",50,1.27,0,13.5,9.98,2016-11-04 00:25:28,0,0
14032504,3365053,"Bator",2,1.14,0,0.28,2.13,2016-11-20 13:21:52,13,0
4985526,3318397,"a223532",1000,1.1,1.58,115.83,2.76,2016-11-07 08:11:03,8,0
25415159,3427351,"frugativisub",339,1.6,2.02,210.25,2.51,2016-12-08 05:22:59,5,0
8761221,3334087,"Godisone",377,1.1,2.62,47.56,1.23,2016-11-11 19:41:18,19,0
13764445,3363367,"coinminers",7,2.19,3.43,8.57,20.84,2016-11-20 02:05:31,2,0
18967218,3394703,"boykoaleks",1,1.25,0,0.25,1.82,2016-11-28 21:43:43,21,0
13374798,3360812,"Radeon",50,1.1,0,5,2.06,2016-11-19 08:41:27,8,0
10832593,3344715,"foxmlg",7,1.13,0.29,0.93,5.38,2016-11-14 19:51:20,19,0
8615960,3333515,"ketchell",2,1.04,0,0.08,1.21,2016-11-11 15:53:49,15,0
23568526,3417518,"ShadowshotBank",1,1.11,0,0.11,2.98,2016-12-05 11:01:05,11,0
1028438,3300137,"megainvest",478,2.13,4.81,563.13,2.42,2016-11-02 03:35:08,3,0
14148284,3365726,"Bator2",1,1.14,0,0.14,3.25,2016-11-20 17:51:33,17,0
15584635,3374685,"arrowhead5",99,2.12,2.81,113.66,4.24,2016-11-23 06:55:39,6,0
23535707,3417360,"hesh",236,1.16,0,37.76,3.84,2016-12-05 09:58:12,9,0
14389781,3367341,"Radeon",1,1.1,0,0.1,3.81,2016-11-21 04:44:37,4,0
12393850,3354298,"Evil_Carrot",8,1.1,0,0.8,27.48,2016-11-17 12:40:42,12,0
60872,3295075,"jedaj",199,15,5.77,2797.48,17.18,2016-10-31 17:22:57,17,0
16981130,3382781,"pagong99",26260,1.35,1.89,9686.15,1.48,2016-11-25 13:45:40,13,0
18929118,3394508,"payboy",203,1.1,0,20.3,5.25,2016-11-28 20:25:53,20,0
17602287,3386673,"lokotex",100,1.1,1.33,11.33,1.84,2016-11-26 15:29:48,15,0
18667795,3393209,"danir",5,2,0,5,3.66,2016-11-28 11:31:47,11,0
25512961,3427946,"CrYus",8110,1.1,0,811,1.36,2016-12-08 09:32:23,9,0
5702208,3321389,"cowbay",10,1.02,0,0.2,2.56,2016-11-08 04:58:32,4,0
2401701,3307225,"Babah",200,1.23,0,46,1.83,2016-11-04 03:56:26,3,0
11040639,3345978,"Daus82",100,1.5,0,50,2.26,2016-11-15 04:27:45,4,0
23229120,3415608,"sdy7777",52,5,1.23,208.64,36.22,2016-12-04 21:53:01,21,0
6515142,3324641,"djavoi",9,1.04,0,0.36,1.54,2016-11-09 03:11:17,3,0
19191639,3395976,"RealMadrid7",204,1.1,0,20.4,4.13,2016-11-29 06:49:46,6,0
21419924,3406529,"PapaGooby",10,1.05,0,0.5,1.49,2016-12-02 07:34:25,7,0
9346187,3336817,"hotg",1,2.04,0,1.04,5.99,2016-11-12 14:13:21,14,0
7315569,3327958,"LUKA",1200,2,3.16,1237.96,5.31,2016-11-10 02:04:27,2,0
4622798,3316711,"sintegra",19,1.04,0,0.76,2.3,2016-11-06 20:57:46,20,0
21608087,3407391,"alextih888",1,5,0,4,5.4,2016-12-02 13:30:40,13,0
2376207,3307080,"akatwo",14,1.04,0,0.56,4.62,2016-11-04 02:51:44,2,0
1116942,3300686,"buxlover",1,2,1,1.01,2.26,2016-11-02 07:21:14,7,0
8754180,3334057,"Taupe",290,1.03,0,8.7,9.74,2016-11-11 19:29:52,19,0
2640174,3308315,"RedJohn",1,1.1,3,0.13,1.28,2016-11-04 11:32:12,11,0
4264134,3315290,"wolfy9",110,1.53,3.35,61.99,5.35,2016-11-06 11:10:44,11,0
21836239,3408495,"JohnL",41,1.71,0,29.11,33.26,2016-12-02 21:00:49,21,0
24425361,3421660,"-tuyul-",1,5,2,4.02,6.37,2016-12-06 15:12:19,15,0
14818708,3370153,"tlaelel",770,1.3,0,231,1.34,2016-11-22 00:00:35,0,0
8513166,3333150,"toysstewart",4,1.04,0,0.16,1.65,2016-11-11 13:25:27,13,0
19383556,3396923,"KaneW1",8,5,4.75,32.38,6.88,2016-11-29 13:14:09,13,0
16965408,3382689,"NavTech",25,1.13,0,3.25,3.95,2016-11-25 13:09:03,13,0
3248545,3311077,"Hook80",200,1.33,1.92,69.83,8.66,2016-11-05 06:32:14,6,0
17050122,3383164,"VictoryUA",2,1.16,2.5,0.37,2.68,2016-11-25 16:18:45,16,0
15770449,3375685,"x9229k",68,1.2,0,13.6,1.96,2016-11-23 13:39:25,13,0
19317234,3396602,"JimCarry",16,2,3.81,16.61,5.78,2016-11-29 11:01:05,11,0
11963582,3351579,"Mariy",1,1.05,0,0.05,1.53,2016-11-16 18:11:42,18,0
5440803,3320236,"akatwo",13,1.04,0,0.52,1.49,2016-11-07 20:58:18,20,0
24821433,3423912,"TopazKzn",10,1.05,0,0.5,2.98,2016-12-07 06:27:27,6,0
5361130,3319909,"cxm_6",1,1.45,5,0.5,1.71,2016-11-07 18:50:12,18,0
10689225,3343952,"3777",34,2.75,0,59.5,11.03,2016-11-14 14:49:14,14,0
31395,3294945,"zigzag32",2000,2,0,2000,6.51,2016-10-31 16:32:40,16,0
8169042,3331692,"refclyou",6,1.25,0,1.5,2.19,2016-11-11 03:11:57,3,0
16758141,3381527,"Babuan12345",1,3.1,5,2.15,10.58,2016-11-25 05:25:12,5,0
5760952,3321634,"banno",6,1.33,0,1.98,3.57,2016-11-08 06:43:55,6,0
7039542,3326783,"lebeatles",3,1.04,0,0.12,1.32,2016-11-09 17:48:22,17,0
5721236,3321472,"martinlutek",7,1.04,0,0.28,1.16,2016-11-08 05:36:56,5,0
17395292,3385416,"cowbay",10,1.35,0,3.5,26.15,2016-11-26 07:06:42,7,0
25412906,3427335,"Mattman",11,1.25,2.91,3.07,1.48,2016-12-08 05:17:16,5,0
1410922,3302159,"Olexandr",700,3.37,5.82,1699.73,3.83,2016-11-02 17:13:09,17,0
15826503,3376011,"boykoaleks",1,1.33,0,0.33,6.55,2016-11-23 15:54:30,15,0
4537093,3316368,"megainvest",1925,2.94,5.71,3844.37,68.44,2016-11-06 18:38:20,18,0
931032,3299555,"kot163rus",100,1.3,2.19,32.19,3.6,2016-11-01 23:44:38,23,0
7733183,3329821,"medievilminer",2,1.28,0,0.56,5.05,2016-11-10 14:33:35,14,0
25097499,3425411,"yaymes",18,1.05,0,0.9,13.41,2016-12-07 16:25:48,16,0
19890386,3399380,"boykoaleks",300,1.5,1.89,155.68,1.72,2016-11-30 06:22:14,6,0
25349979,3426904,"TInuMN",20,1.05,0,1,2.94,2016-12-08 02:23:13,2,0
9800472,3339303,"bobgreene",2,1.33,1.5,0.69,1.76,2016-11-13 07:22:44,7,0
11759641,3350448,"cxdw",2,1.54,2.5,1.13,1.97,2016-11-16 10:25:40,10,0
4928691,3318127,"jeremystu",5,1.04,2.6,0.33,3.23,2016-11-07 06:22:17,6,0
22077780,3409911,"millionbyt",69,1.04,0,2.76,1.43,2016-12-03 06:48:30,6,0
14982793,3371242,"Basotik",70,1.05,0,3.5,2.35,2016-11-22 07:34:35,7,0
5246988,3319462,"tryu",1000,1.4,2.56,425.6,1.56,2016-11-07 15:43:10,15,0
4639646,3316782,"twotwok",20,1.04,0,0.8,3.76,2016-11-06 21:25:27,21,0
8427069,3332813,"speculyant777",8,1.25,0,2,6.9,2016-11-11 10:58:13,10,0
20175153,3400733,"golu",390,1.13,1.21,55.4,1.16,2016-11-30 15:37:36,15,0
7972766,3330808,"sergunguz",30,1.33,1.3,10.29,2.12,2016-11-10 21:02:54,21,0
24404148,3421551,"vitaminabc",2,1.15,1.5,0.33,1.35,2016-12-06 14:21:18,14,0
15587017,3374697,"paulri",1,1.05,0,0.05,26.64,2016-11-23 07:00:49,7,0
5000281,3318464,"artyom18844",91,3.71,1.18,247.68,9.14,2016-11-07 08:40:33,8,0
3520858,3312205,"tiuhtiaevs",130,1.01,0,1.3,1.95,2016-11-05 14:03:44,14,0
26501147,3433994,"Kallistro",30,1.2,0,6,2.24,2016-12-10 02:37:22,2,0
15813820,3375939,"ubicute",260,1.1,1.74,30.52,2.85,2016-11-23 15:24:49,15,0
3521416,3312208,"pragna",13,1.05,2.08,0.92,1.29,2016-11-05 14:05:02,14,0
175761,3295629,"linh062",302,1.2,0,60.4,3.12,2016-10-31 21:11:13,21,0
11097019,3346340,"cowbay",10,1.03,0,0.3,3.31,2016-11-15 06:56:12,6,0
6338358,3323886,"dmitry163ns",65,1.11,1.25,7.96,1.35,2016-11-08 22:06:34,22,0
14270408,3366455,"dbitsx4",175,1.05,0,8.75,1.25,2016-11-20 22:50:06,22,0
23218373,3415546,"imsorry",1e+05,1.44,2.15,46147.41,2.32,2016-12-04 21:29:27,21,0
5528616,3320611,"1225",124,2.12,2.74,142.28,4.69,2016-11-07 23:34:30,23,0
17657261,3387012,"post1",9,1.47,0,4.23,16.23,2016-11-26 17:46:48,17,0
10774018,3344409,"charles150",1,1.05,2,0.07,7.03,2016-11-14 17:52:10,17,0
25517718,3427973,"Androidtlt",7,1.1,0,0.7,1.96,2016-12-08 09:41:39,9,0
17962632,3388963,"danir",20,2,3,20.6,2.41,2016-11-27 06:49:53,6,0
24740082,3423433,"alibag",2,1.05,1.5,0.13,1.07,2016-12-07 03:07:21,3,0
12853327,3357233,"lelik3310",4,2,1.25,4.05,3.43,2016-11-18 08:40:29,8,0
3529718,3312244,"sleepor",12,1.04,0,0.48,3.71,2016-11-05 14:20:18,14,0
5402755,3320077,"thegamebeoi",6,1.04,0,0.24,1.4,2016-11-07 19:53:44,19,0
19860540,3399233,"cgrant57",16,1.2,4.5,3.92,1.23,2016-11-30 05:22:20,5,0
4162478,3314868,"marcopac",64,1.25,2.45,17.57,16.04,2016-11-06 08:18:31,8,0
24421106,3421639,"-Nothing-",1000,1.03,1.16,41.58,2.18,2016-12-06 15:01:15,15,0
24725967,3423346,"AlexanderL2552",5000,1.4,2.82,2140.91,1.72,2016-12-07 02:32:45,2,0
16578868,3380413,"Hardah",40,1.27,1.18,11.27,1.97,2016-11-24 21:53:49,21,0
21739275,3407995,"leonar",63,1.15,0,9.45,6.81,2016-12-02 17:34:48,17,0
21992504,3409427,"fennec420",128,2,3.2,132.1,17.56,2016-12-03 03:20:03,3,0
21761595,3408106,"drsv",10,1.13,4.9,1.79,1.65,2016-12-02 18:21:13,18,0
25318472,3426710,"Kipper",55,1.08,0,4.4,4.54,2016-12-08 01:11:07,1,0
11397009,3348141,"koc79",18,1.25,0,4.5,1.31,2016-11-15 18:56:43,18,0
1262869,3301420,"Babuan12345",200,1.11,0,22,1.51,2016-11-02 12:18:45,12,0
17044635,3383136,"tjmo1995",1,12,2,11.02,15.14,2016-11-25 16:07:43,16,0
21976774,3409317,"sololife",11,1.04,0,0.44,1.24,2016-12-03 02:33:26,2,0
6743475,3325597,"den1298",2,1.34,2,0.72,2.46,2016-11-09 09:43:57,9,0
